Cbias,credibility,domain,name,questionable,reporting,url,facebook,popularity,twitter
fake-news,low-credibility,protothema.gr,Proto Thema,"['poor-sourcing', 'failed-fact-checks', 'false-claims']",mixed,https://mediabiasfactcheck.com/proto-thema/,,73,
fake-news,low-credibility,protrumpnews.com,Pro Trump News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'fake-news', 'imposter']",low,https://mediabiasfactcheck.com/pro-trump-news/,,30,
fake-news,low-credibility,proud-patriots.com,Proud Patriots,[],low,https://mediabiasfactcheck.com/proud-patriots/,,21,
fake-news,low-credibility,proudcons.com,The Proud Conservative,[],low,https://mediabiasfactcheck.com/the-proud-conservative/,,26,
fake-news,low-credibility,proudleader.com,Proud Leader,[],low,https://mediabiasfactcheck.com/proud-leader/,,9,
fake-news,low-credibility,publishedreporter.com,The Published Reporter,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/the-published-reporter-bias/,,,
fake-news,low-credibility,pueblapost.com,Puebla Post,['imposter'],mixed,https://mediabiasfactcheck.com/puebla-post-bias/,,,
fake-news,low-credibility,pulaskitimes.com,Pulaski Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/pulaski-times/,,3,
fake-news,low-credibility,puppetstringnews.com,Puppet String News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/puppet-string-news/,puppetstringnews,35,
conspiracy-pseudoscience,low-credibility,qanon.pub,QAnon.pub,[],very-low,https://mediabiasfactcheck.com/qanon-pub/,,59,
fake-news,low-credibility,qudsnen.com,Quds News Network,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/quds-news-network-bias-and-credibility/,,,
fake-news,low-credibility,queretaropost.com,Queretaro Post,['imposter'],mixed,https://mediabiasfactcheck.com/queretaro-post-bias/,,,
fake-news,low-credibility,quillette.com,Quillette,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/quillette/,QuilletteM,63,QuilletteM
fake-news,low-credibility,quincyreporter.com,Quincy Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/quincy-reporter/,,,
fake-news,low-credibility,radar.gaysagainstgroomers.com,Radar (GaysAgainstGroomers),"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/radar-gaysagainstgroomers-bias-and-credibility/,,,
fake-news,low-credibility,radaronline.com,RadarOnline,"['poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/radaronline-bias/,,,
fake-news,low-credibility,rairfoundation.com,RAIR Foundation USA,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'imposter']",low,https://mediabiasfactcheck.com/rair-foundation-usa/,,,
fake-news,low-credibility,randolphcountynews.com,Randolph County News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/randolph-county-news-bias/,,,
conspiracy-pseudoscience,low-credibility,randpaul.news,RandPaul.News,[],very-low,https://mediabiasfactcheck.com/randpaul-news/,,,
conspiracy-pseudoscience,low-credibility,rapturenewsnetwork.com,Rapture News Network,[],low,https://mediabiasfactcheck.com/rapture-news-network/,rapturenewsnetwork,16,
fake-news,low-credibility,rationalground.com,Rational Ground,"['poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/rational-ground/,,,
fake-news,low-credibility,rawconservativeopinions.com,Raw Conservative Opinions,"['conspiracy', 'censorship', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/raw-conservative-opinions/,,26,
fake-news,low-credibility,react365.com,React365,[],very-low,https://mediabiasfactcheck.com/react-365/,Le,29,
fake-news,low-credibility,readconservatives.news,Read Conservatives,[],low,https://mediabiasfactcheck.com/read-conservatives/,,21,
fake-news,low-credibility,reagancoalition.com,Reagan Coalition,[],low,https://mediabiasfactcheck.com/reagan-coalition/,,34,reagancoalition
conspiracy-pseudoscience,low-credibility,realclimatescience.com,Real Climate Science,[],low,https://mediabiasfactcheck.com/real-climate-science/,,55,
fake-news,low-credibility,realconservativesunite.com,Real Conservatives Unite,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/real-conservatives-unite/,,,
conspiracy-pseudoscience,low-credibility,realfarmacy.com,RealFarmacy,[],low,https://mediabiasfactcheck.com/realfarmacy/,REALfarmacyCOM,53,realfarmacy
conspiracy-pseudoscience,low-credibility,realjewnews.com,Real Jew News,[],very-low,https://mediabiasfactcheck.com/real-jew-news/,,46,
conspiracy-pseudoscience,low-credibility,realnews24.com,Real News 24,[],low,https://mediabiasfactcheck.com/real-news-24/,,32,
fake-news,low-credibility,realnewsnow.com,Real News Now,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/real-news-now-bias/,,,
fake-news,low-credibility,realtimepolitics.com,Real Time Politics,[],low,https://mediabiasfactcheck.com/real-time-politics/,,33,
fake-news,low-credibility,rebelnews.com,Rebel News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims']",mixed,https://mediabiasfactcheck.com/the-rebel/,jointherebel,35,
fake-news,low-credibility,redacted.inc,Redacated,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/redacted-bias/,,,
fake-news,low-credibility,redbluedivide.com,Red Blue Divide,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",mixed,https://mediabiasfactcheck.com/red-blue-divide/,,23,
fake-news,low-credibility,reddingtoday.com,Redding Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/redding-today/,,4,
fake-news,low-credibility,redice.tv,Red Ice TV,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/red-ice-tv/,RedIceCreations,70,redicetv
fake-news,low-credibility,redinfo.us,Red Info,[],very-low,https://mediabiasfactcheck.com/red-info/,,10,
fake-news,low-credibility,redorbit.com,Red Orbit,['poor-sourcing'],mixed,https://mediabiasfactcheck.com/redorbit/,,59,
conspiracy-pseudoscience,low-credibility,redoubtnews.com,Redoubt News,[],mixed,https://mediabiasfactcheck.com/redoubt-news/,bonnevillegop,39,RedoubtN
fake-news,low-credibility,redpeople.us,Red People,[],very-low,https://mediabiasfactcheck.com/red-people/,,7,
conspiracy-pseudoscience,low-credibility,redpillpodcasts.com,RedPill Project,[],very-low,https://mediabiasfactcheck.com/redpill-project-bias/,,,
fake-news,low-credibility,redpolitics.us,Red Politics,[],low,https://mediabiasfactcheck.com/red-politics/,,10,
fake-news,low-credibility,redrightdaily.com,Red Right Daily,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/red-right-daily-bias/,,,
fake-news,low-credibility,redrightpatriot.com,Red Right Patriot,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/red-right-patriot-bias/,,,
fake-news,low-credibility,redrocktribune.com,Red Rock Daily News,[],low,https://mediabiasfactcheck.com/red-rock-daily-news/,,,
fake-news,low-credibility,redstatejournalist.com,Red State Journalist,[],low,https://mediabiasfactcheck.com/red-state-journalist/,,11,
fake-news,low-credibility,redstatenation.com,Red State Nation,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/red-state-nation-bias/,,,
fake-news,low-credibility,redstatepundit.com,Red State Pundit,[],low,https://mediabiasfactcheck.com/red-state-pundit/,,19,
fake-news,low-credibility,redstatewatcher.com,Red State Watcher,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/red-state-watcher/,,50,
fake-news,low-credibility,redstatewave.com,RedStateWave,[],low,https://mediabiasfactcheck.com/redstatewave/,,18,
fake-news,low-credibility,redvoicemedia.com,Red Voice Media,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/red-voice-media/,,,
fake-news,low-credibility,redwhiteandright.com,"Red, White and Right",[],low,https://mediabiasfactcheck.com/red-white-and-right/,RedWhiteAndRight,18,
fake-news,low-credibility,redwoodempirenews.com,Redwood Empire News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/redwood-empire-news/,,4,
fake-news,low-credibility,reedcooper.net,Reed Cooper News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",low,https://mediabiasfactcheck.com/reed-cooper-news/,,20,
conspiracy-pseudoscience,low-credibility,reflectionofmind.org,Reflection of Mind,[],low,https://mediabiasfactcheck.com/reflection-of-mind/,,32,
fake-news,low-credibility,reformedmedia.net,Reformed Media,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/reformed-media-bias/,,,
conspiracy-pseudoscience,low-credibility,religionmind.com,Religion Mind,[],mixed,https://mediabiasfactcheck.com/religion-mind/,,19,
fake-news,low-credibility,remnantnewspaper.com,The Remnant Newspaper,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'hate']",low,https://mediabiasfactcheck.com/the-remnant-magazine/,TheRemnantNewspaper,45,
conspiracy-pseudoscience,low-credibility,renegadetribune.com,Renegade Tribune,[],very-low,https://mediabiasfactcheck.com/renegade-tribune-bias/,,,
fake-news,low-credibility,renewamerica.com,Renew America,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/renew-america/,DeaceBlazeTV,62,
fake-news,low-credibility,renoreporter.com,Reno Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/reno-reporter-bias/,,,
conspiracy-pseudoscience,low-credibility,rense.com,Rense,[],very-low,https://mediabiasfactcheck.com/rense/,crimnaljoetalk100,85,
fake-news,low-credibility,republicandaily.com,Republican Daily,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/republican-daily-bias/,,,
fake-news,low-credibility,republicworld.com,Republic World,[],mixed,https://mediabiasfactcheck.com/republic-world/,,54,republic
fake-news,low-credibility,researchantisemitism.ca,Center for Research of Radicalism and National Security,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/,,9,
fake-news,low-credibility,resistancereport.com,Resistance Report,[],mixed,https://mediabiasfactcheck.com/resistance-report/,,35,
fake-news,low-credibility,resistthemainstream.org,Resist the Mainstream,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/resist-the-mainstream-bias/,,,
conspiracy-pseudoscience,low-credibility,responsibletechnology.org,Institute for Responsible Technology,[],mixed,https://mediabiasfactcheck.com/institute-for-responsible-technology/,responsibletechnology,59,IRTnoGMOs
fake-news,low-credibility,returnofkings.com,Return of Kings,[],low,https://mediabiasfactcheck.com/return-of-kings/,returnofkings,55,returnofkings
conspiracy-pseudoscience,low-credibility,returntonow.net,Return to Now,[],low,https://mediabiasfactcheck.com/return-to-now/,returntonow.net,44,
conspiracy-pseudoscience,low-credibility,revolutionradio.org,Revolution Radio,[],low,https://mediabiasfactcheck.com/revolution-radio/,,39,
fake-news,low-credibility,revolver.news,Revolver.News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/revolver-news/,,30,
fake-news,low-credibility,rfangle.com,The RFAngle,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims']",mixed,https://mediabiasfactcheck.com/the-rfangle/,,21,
fake-news,low-credibility,ria.ru,RIA Novosti,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/ria-novosti-bias/,,,
fake-news,low-credibility,rickwells.us,Constitution Rising,[],mixed,https://mediabiasfactcheck.com/constitution-rising/,,42,
fake-news,low-credibility,rightalerts.com,Right Alerts,[],low,https://mediabiasfactcheck.com/right-alerts/,,30,
fake-news,low-credibility,righterway.com,Righter WAy,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/righter-way/,,5,
fake-news,low-credibility,rightnewswire.com,Right News Wire,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/right-news-wire/,,,
fake-news,low-credibility,rightsidenews.com,Right Side News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",low,https://mediabiasfactcheck.com/right-side-news/,,74,johnhawkinsrwn
fake-news,low-credibility,rightsmarts.com,Right Smarts,[],mixed,https://mediabiasfactcheck.com/right-smarts/,RightSmartsConservativeNews,29,realVictorTrump
fake-news,low-credibility,rightwing.news,Right Wing News (rightwing.news),[],low,https://mediabiasfactcheck.com/right-wing-news-rightwing-news/,OfficialRightWingNews,28,TheOfficial_RWN
fake-news,low-credibility,rightwingnews.com,Right Wing News,[],low,https://mediabiasfactcheck.com/right-wing-news/,,,
fake-news,low-credibility,rightwingtribune.com,Right Wing Tribune,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/right-wing-tribune/,,40,
fake-news,low-credibility,rinf.com,RINF,[],low,https://mediabiasfactcheck.com/rinf/,,53,
fake-news,low-credibility,ripostelaique.com,Riposte Laique,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",very-low,https://mediabiasfactcheck.com/riposte-laique-bias/,,,
fake-news,low-credibility,riverbendtimes.com,River Bend Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/river-bend-times-bias/,,,
fake-news,low-credibility,riverparishnews.com,River Parish News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/river-parish-news-bias/,,,
fake-news,low-credibility,riverregiontimes.com,River Region Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/river-region-times/,,3,
fake-news,low-credibility,rivervalleytoday.com,River Valley Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/river-valley-today-bias/,,,
fake-news,low-credibility,rochesterreporter.com,Rochester Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/rochester-reporter-bias/,,,
fake-news,low-credibility,rockfordsun.com,Rockford Sun,[],mixed,https://mediabiasfactcheck.com/rockford-sun/,,,
